Item,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
MP062188 - QUESO CON HIERBAS -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062218 - SABOR GRASA DE PARRILLA POLVO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060093 - GELMAXI -  -  - B549 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060023 - COND-CAMP-611-278 -  -  - FT-A70 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062192 - COND.FILETE PECHUGA POLLO BBQ -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062095 - DRI SEAL NUTRAFLAVORS PV418346 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060124 - GELATINA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050033 - GOLD CELL LIS XP -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060021 - COND-CAMP-611-188 -  -  - FT-A74 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062209 - PREMEZCLA SALCHI.POLLO MAPLE -  -  - PREMIUM - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060022 - COND-CAMP-611-277 -  -  - FT-A69 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062210 - PREMEZCLA SALCHICHA DE PAVO -  -  - PREMIUM - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060064 - INFUSION -  -  - FT-A91 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062212 - AJI FLAKES -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060065 - COLORANTE ACHIOTE NATURAL -  -  - FT-A41 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062214 - SABOR VINO TINTO SILESCIA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050036 - VITAMINA A 325 CWS/A SALTO-MAY -  -  - J02-UT10020004 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062205 - SABOR HIERBAS ITALIANA -  -  - 1109710378 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062207 - PREMEZCLA SALCHICHA RES PREMIU -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050037 - VITAM.D3 POLVO T/100 SALTO-MAY -  -  - J02-UT10050026 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062208 - PREMEZCLA SALCH.CERDO PICANTE -  -  - PREMIUM - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060117 - BREADING BK NO.5 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060051 - SALSA DE CIRUELAS 150GR -  -  - FT-A80 - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062211 - PREMEZCLA SALCHI.POLLO DESAYUN -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060083 - BEEF DE RES DOMINOS -  -  - MP060083 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062213 - SABOR MAPLE MONTANA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062217 - QUINUA LAVADA -  - 25kg - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062215 - TOMILLO EN POLVO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060097 - SABOR RABIOLI TOCINETA -  -  - MP060097 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060027 - CONDIMENTO MORTADELA 5459 -  -  - FT-A11 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062105 - NUEZ MOSCADA EN PEPA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062104 - MARINADOR ALCACHOFAS KG -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050031 - ALGINATO DE SODIO -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060024 - COND-CAMP-611-279 -  -  - FT-A71 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062094 - SABOR VODKA PI?A -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062056 - OLEORESINA WHITE PEPPER -  - NR 3201 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050040 - MEZCLA O2 30% BALANCE N2. -  -  - VOLUME M3(31SCF) - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062058 - FRYLIQUID ANTIOXIDANTE -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062013 - AROMA CARNE AROMASYNT -  - 285849 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062017 - COCO RALLADO SECO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062285 - OLEORRESINA PAPRIKA -  -  - . - kg,948.77,,20.14,,10.00,,,,16.78,,577.36,88.69
MD020001 - ACIDO ACETICO COMERCIAL -  -  - - kg,21.08,27.02,27.66,49.63,43.77,39.97,16.20,23.88,28.70,23.49,28.27,26.40
MP062286 - CARRAGENINA MCH 5400 -  -  - . - kg,29.98,18.22,24.58,29.51,32.22,29.04,20.53,30.08,30.82,26.37,26.74,20.77
MP050001 - ACIDO ASCORBICO -  -  - FT-A19 - kg,768.95,236.05,264.69,295.12,204.54,64.66,68.24,131.59,135.86,69.84,79.18,87.44
MP062287 - MARINADOR POLLOS DE LA J -  -  - - kg,,,,,,29.00,,,,,,
MP050004 - CITRATO DE SODIO -  -  - FT-A4 - kg,61.02,32.55,30.17,26.16,31.94,45.22,42.15,33.72,22.56,35.59,31.58,57.27
MP062288 - CONDIMENTO PARRILLADA 02 -  -  - - kg,,,26.58,,,,,,208.20,,34.52,56.10
MP050006 - ERITORBATO DE SODIO -  -  - FT-A25 - kg,42.96,31.82,21.63,40.83,35.43,43.16,36.18,57.48,47.34,26.02,26.68,37.40
MP062289 - CONDIMENTO PIMIENTA DULCE -  -  - - kg,663.19,,26.85,,,,,,18.82,,252.43,32.21
MP050009 - NITRITO DE SODIO -  -  - FT-A35 - kg,44.35,31.56,42.95,34.00,29.68,41.76,28.75,44.38,17.79,35.98,38.28,31.34
MP062290 - COLAGENO BOVINO EN POLVO -  -  - - kg,24.47,20.28,13.23,53.25,56.73,34.47,36.29,27.21,42.66,41.14,28.33,39.01
MP050012 - TRIPOLIFOSFATO DE SODIO -  -  - FT-A21 - kg,22.75,16.91,11.73,18.99,17.80,21.44,22.14,29.94,29.61,31.02,20.77,26.13
MP062291 - CONDIMENTO HAMBURGUESA PR01 -  -  - - kg,,,,,,,,,181.26,47.99,58.97,36.38
MP050022 - CARRAGENINA MCH 5555 -  -  - - kg,49.34,27.71,20.92,33.97,27.79,18.40,31.36,24.88,34.71,39.19,14.95,48.56
MP062294 - NUECES PELADAS -  -  - - kg,84.28,313.30,119.88,48.50,124.61,44.22,80.41,168.33,73.11,115.92,45.02,40.31
MP050030 - GOMA XANTHAN -  - kg - - kg,42.84,31.32,26.89,56.96,117.02,119.93,79.00,70.78,58.71,43.29,27.61,60.35
MP062295 - MANZANAS DESHIDRATADAS -  -  - TROZOS - kg,83.13,267.58,115.49,47.89,141.83,55.33,85.22,168.33,58.24,115.93,45.03,39.67
MP050039 - HUMO LIQUIDO P/ATOMIZAR -  -  - MP050039 - kg,34.68,31.35,19.27,15.71,33.13,25.22,24.46,24.27,14.96,14.36,23.52,16.43
MP062296 - ARANDANOS DESHIDRATADOS -  -  - - kg,84.28,313.30,115.91,50.50,141.03,54.23,88.02,168.64,73.11,115.93,45.03,40.64
MP050045 - TRIPOLIFOSFATO DE SODIO 501 -  -  - - kg,,,132.23,88.95,111.89,84.88,52.73,37.56,20.50,60.45,26.73,24.82
MP062297 - CONSERVANTE INBAC MDA/NA -  -  - - kg,14.13,21.24,29.70,43.20,53.67,40.65,56.40,48.97,53.32,39.64,18.44,29.89
MP060001 - ABLANDAC -  -  - FT-A90 - kg,13.93,15.65,12.36,23.31,37.71,26.06,25.30,48.52,32.94,21.08,17.32,8.77
MP062298 - SABOR CERDO LIQUIDO -  -  - - kg,,91.04,"1,536.43",997.45,"1,152.63",892.19,678.36,280.25,16.81,80.41,10.58,11.36
MP060004 - AJO EN POLVO -  -  - FT-A7 - kg,135.62,59.48,35.24,71.72,57.14,48.61,32.17,46.37,31.23,48.13,55.00,65.19
MP062299 - OLEORRESINA AJO -  -  - - kg,59.45,141.19,112.45,165.67,173.38,170.45,115.45,109.75,29.73,162.97,30.10,42.06
MP060007 - AZUCAR -  -  - FT-M34 - kg,18.62,19.47,14.14,23.37,19.56,10.40,16.65,17.46,16.66,12.55,15.88,14.31
MP062300 - OLEORRESINA CEBOLLA -  -  - - kg,490.70,288.34,178.37,119.51,246.70,105.99,61.87,41.62,45.80,79.28,40.11,50.57
MP060010 - CANELA MOLIDA -  -  - - kg,69.76,84.72,57.93,82.44,53.74,46.79,38.05,50.78,50.17,50.84,66.62,46.61
MP062301 - OLEORRESINA COMINO -  -  - - kg,"1,989.35","1,350.98",748.79,587.66,"1,845.59",356.32,293.72,333.58,76.58,"1,987.41","1,083.15",45.87
MP060013 - CEBOLLA EN POLVO -  -  - FT-A9 - kg,109.41,43.59,42.95,45.60,54.88,33.44,39.34,35.77,27.63,34.88,72.53,65.58
MP062303 - OLEORRESINA PIMIENTA NEGRA -  -  - - kg,,,"1,270.00",,,,,,42.43,,535.02,617.94
MP060017 - COMINO MOLIDO -  -  - FT-A28 - kg,92.63,76.81,49.29,166.65,120.81,74.80,78.32,24.44,23.64,37.34,75.05,85.29
MP062304 - MARINADOR P/ POLLOS TRI -  -  - BROASTER INY - kg,137.82,58.93,63.38,33.49,12.53,66.34,24.06,89.21,51.44,91.30,58.48,26.22
MP060029 - COND-MORTADELA PRONACA 630037 -  -  - FT-A16 - kg,"-1,979.82",45.59,898.41,15.85,49.91,"1,530.93","1,001.93",65.77,691.53,39.23,"1,370.22",39.94
MP062305 - PREMEZCLA POLLO ADOBADO -  -  - PR003 PLUS - kg,,,,,30.63,29.00,,,,,,
MP060031 - CONDIMENTO SALCHICHA COUNTRY -  -  - FT-A49 - kg,49.05,15.26,25.93,41.69,31.21,56.52,88.33,69.60,42.92,23.34,103.87,396.46
MP062306 - MARINADOR PARA HORNADO -  -  - - kg,152.41,169.67,47.03,18.53,50.37,47.93,81.65,175.39,360.62,60.55,26.70,23.30
MP060035 - CULANTRO MOLIDO -  -  - FT-A17 - kg,95.19,93.44,34.79,98.58,82.25,43.76,54.73,64.05,83.31,75.54,64.88,83.65
MP062307 - PREMEZCLA P/PIERNA DE CERDO NC -  -  - - kg,,32.64,,,,93.10,37.45,,12.50,,,13.38
MP060037 - SMOKEZ SUPREME CLASSIS P -  -  - FT-A37 - kg,20.34,13.47,15.86,20.84,15.00,18.14,15.72,13.92,14.85,16.61,16.89,15.78
MP062308 - ZANAHORIA CONGELADA - KYPROSS -  - - kg,30.00,38.00,11.00,,44.00,35.25,13.41,87.00,14.50,14.38,47.00,35.86
MP060039 - CONDIMENTO JAMI PLUS -  -  - FT-A58 - kg,45.67,28.00,37.75,43.13,37.83,30.24,32.41,74.88,33.67,37.23,50.20,40.46
MP062309 - ESPINACA AL GRANEL - GUADAPRO - HOJAS - - kg,100.65,178.31,103.48,,8.60,2.00,1.00,3.75,3.21,2.50,1.00,3.00
MP060043 - NUEZ MOLIDA -  -  - FT-A29 - kg,159.21,85.38,126.72,79.25,115.05,53.27,106.96,125.59,97.72,104.33,168.88,57.92
MP062310 - QUESO MOZARELLA EN CUBO - LA HOLAN -  - - kg,2.00,8.00,20.82,,4.00,37.57,3.00,1.00,12.17,5.13,11.00,11.63
MP060045 - PIMENTON PICANTE -  -  - FT-A31 - kg,59.93,45.16,39.47,65.18,67.56,48.93,51.96,72.83,40.59,67.56,63.72,66.45
MP062311 - HUMO LIQUIDO PARA PAVO - SMOKEZ A -  - POLY 2503 - kg,,,,,,,,,,20.27,,
MP060048 - PIMIENTA CAYENA -  -  - FT-A53 - kg,224.39,21.48,339.06,569.87,249.42,-213.38,329.42,278.41,297.77,"-14,440.77",260.88,164.91
MP062312 - ARROZ PARBOLIZADO -  -  - - kg,12.37,21.99,194.72,,112.44,36.37,,38.54,271.57,35.85,102.90,14.45
MP060050 - SAL COMUN -  -  - FT-A23 - kg,22.51,16.04,47.08,19.16,16.41,23.16,15.07,9.85,13.84,42.19,17.51,15.42
MP062313 - MIX ALVERJA Y ZANAHORIA -  -  - - kg,6.01,,18.93,11.00,7.72,63.34,16.25,7.78,,18.41,9.32,2.06
MP060055 - VINO BLANCO -  -  - FT-A83 - kg,123.69,87.70,91.96,100.49,82.31,87.46,85.73,65.97,57.72,107.95,27.14,74.15
MP062314 - PROTEINA CONCENTR.SOYA HOJUELA -  -  - - kg,49.10,42.55,15.71,28.46,30.13,4.56,23.32,5.28,12.42,27.06,23.30,37.68
MP060058 - MIEL DE ABEJA -  -  - FT-A84 - kg,61.62,39.18,58.26,42.88,34.64,30.63,30.17,31.11,35.71,14.17,31.33,19.87
MP062315 - SALMUERA NEUTRA - DELTAGEN -  - EP 450 VC - kg,,,547.46,569.82,,,,,,,,
MP060066 - ALMIDON DE YUCA -  -  - FT-A92 - kg,110.86,52.90,30.94,36.25,33.93,27.35,25.46,30.93,24.90,18.40,16.93,15.97
MP062316 - MARINADOR PARA PRESAS DE POLLO -  -  - - kg,,,30.48,,,,,,,177.24,30.00,
MP060068 - FECULA DE PAPA -  -  - FT-A18 - kg,24.92,16.45,8.81,10.87,12.64,15.69,12.89,36.60,27.42,17.93,19.28,10.72
MP062317 - CARREGENINA 5193 -  -  - - kg,,84.93,16.12,38.26,15.78,29.39,35.29,37.09,31.12,26.09,20.89,25.31
MP060070 - LECHE ENTERA -  -  - FT-A26 - kg,86.79,34.67,30.08,13.23,27.39,34.31,19.76,27.45,13.26,19.88,24.45,28.17
MP062318 - APANADURA FORTIFIC BREADCRUMBS -  - MP5 124/4 - MP062318 - kg,,,,,,,,109.25,114.50,32.62,24.82,86.84
MP060075 - NISINA -  -  - FT-A61 - kg,,22.00,,27.00,,29.00,,,25.00,,17.00,
MP062319 - MEZCLA EN POLVO P/HAMBURGUESA - NG16170 -  - - kg,,,,,,4.75,13.39,"88,269.34",54.62,103.44,,198.87
MP060089 - CONDIMENTO UP CHORIZO FRITZ -  -  - MP060089 - kg,17.06,10.06,10.18,14.89,12.09,14.18,12.83,12.07,13.89,13.41,12.22,17.12
MP062320 - MEZCLA EN POLVO P/NUGGETS - NG123644 -  - - kg,,,,,,3.49,16.07,831.29,111.97,39.34,60.83,
MP060103 - JENGIBRE -  -  - MP060103 - kg,45.34,227.15,114.33,658.71,137.36,175.42,154.25,319.02,69.17,88.71,237.56,240.73
MP062321 - MEZCLA SABORIZAR CARNE MOLIDA - NG16269 -  - - kg,,,,,26.94,1.87,10.30,"32,409.21",74.49,101.88,138.51,
MP060110 - SABOR A CAMARON -  -  - MP060110 - kg,,214.28,117.01,72.22,94.77,63.88,67.54,"-3,070.59",192.45,283.89,168.46,197.57
MP062322 - MEZCLA PROTEINA FSH PR/SALCHIC - NG16271 -  - - kg,,,,,15.64,,22.98,,93.56,48.92,13.43,
MP060125 - GLUCOSA -  -  - - kg,61.91,43.76,26.92,18.89,18.62,22.98,35.89,24.78,21.44,22.47,20.21,22.03
MP062323 - MEZCLA PROTEINA FSL PR/SALCHIC - NG16270 -  - - kg,,,,,31.00,29.75,38.09,,157.95,72.74,13.50,
MP060128 - MALTODEXTRINA -  -  - - kg,46.70,37.93,27.22,27.05,28.68,32.05,25.26,29.27,24.12,27.63,26.83,24.67
MP062327 - AJI JALAPENIO -  -  - - kg,,,,,,,,,,,,7.57
MP060142 - PREP SABOR POLLO LIQUIDO 119 -  -  - - kg,52.69,24.52,33.18,23.74,39.37,26.40,30.80,51.16,18.81,29.23,28.23,44.21
MP062328 - ARROZ 2LB -  -  - - uni,,,,,,,,,,11.48,16.73,1.55
MP060144 - PROTEINA WILCON T201 TEXT. SOY -  - T - - kg,98.42,42.28,17.76,271.48,451.57,34.09,15.07,27.08,51.67,182.06,128.53,129.22
MP062331 - PISTACHO PELADO -  -  - - kg,,,,,,,,,,,7.36,
MP060154 - PIMIENTA NEGRA GRANO TROCEADO -  - kg - - kg,71.55,,,,"12,464.64",,"12,433.64",,,,"3,425.86","2,461.53"
MP800001 - ACEITE DE SOYA RBD (GRANEL) -  -  - - kg,4.65,2.97,3.48,4.42,3.96,3.38,4.08,4.32,2.68,3.32,3.44,2.78
MP060166 - QUESO MADURO TIPO SANDUCHE -  - kg - - kg,16.02,4.63,11.12,16.13,11.65,30.15,13.16,12.64,16.62,6.00,45.14,14.35
MP800004 - ACIDO LACTICO -  -  - - kg,84.77,54.48,49.45,24.27,54.74,75.41,41.18,29.50,50.36,26.03,33.12,28.87
MP062001 - PAPRIKA -  -  - - kg,36.34,46.21,31.00,15.07,41.15,36.78,49.44,37.12,29.04,41.78,25.34,65.27
MP800005 - ACIDO SORBICO -  -  - - kg,86.09,153.45,461.52,,,,,,,-660.39,,
MP062004 - ACEITE DE SOYA RBD -  -  - RBD (BIDON 20LT) - kg,134.67,44.75,138.93,142.77,46.82,107.83,34.11,53.53,19.17,54.79,55.51,60.20
MP800007 - COLORANTE AMARILLO #5 -  -  - - kg,42.10,77.63,36.34,69.66,67.46,78.26,58.64,79.18,28.08,19.28,40.71,120.25
MP062028 - PROT.TEXTURIZADA COLOR CARAMEL -  -  - - kg,62.73,31.64,32.94,37.56,32.64,32.67,40.77,30.73,26.99,28.11,41.44,30.66
MP800008 - COLORANTE AMARILLO #6 -  -  - - kg,44.02,28.08,15.33,67.41,48.58,39.80,46.84,66.52,29.35,33.38,32.25,102.32
MP062053 - COLORANTE ACHIOTE CONCENTRADO -  - A-1000-WS - - kg,37.81,30.60,16.21,11.37,23.39,30.98,32.54,30.35,27.14,45.97,25.24,44.71
MP800009 - AZUCAR MORENA -  -  - - kg,38.95,34.15,17.13,20.41,13.27,24.36,22.85,23.45,14.67,13.96,14.74,28.13
MP062066 - CONDIMENTO TAPA MDM -  -  - - kg,45.96,41.44,28.12,26.05,42.54,36.25,32.39,43.82,35.93,39.40,30.81,35.64
MP800010 - C.M.C. FGHH -  -  - GELYCEL F1 4000 - kg,62.65,54.49,44.95,30.66,24.52,38.88,32.32,42.54,42.34,58.18,79.42,51.39
MP062068 - CONDIMENTO BRATWURST -  - 3MF22520 - - kg,79.90,26.83,63.38,85.80,39.92,132.54,107.12,88.09,50.06,18.86,95.35,52.86
MP800029 - CONCENTRADO SALSA INGLESA -  -  - - kg,61.42,116.92,83.06,51.01,18.00,22.87,71.41,76.59,59.87,20.49,282.31,28.17
MP062071 - SEMILLA MOSTAZA AMARILLA -  - CALIDAD 1 - - kg,18.66,13.11,26.53,102.39,149.98,153.75,101.95,67.75,172.22,103.58,107.06,59.74
MP800030 - CURCUMA NATURAL -  -  - - kg,40.50,70.41,20.51,25.50,32.21,48.09,41.37,44.31,43.30,20.82,21.65,19.98
MP062084 - CONDIMENTO MORTADELA LD -  -  - - kg,9.54,9.37,10.65,7.64,10.71,11.49,7.29,15.44,8.95,8.72,11.37,11.04
MP800035 - LAUREL EN HOJA -  -  - - kg,"1,855.14",621.77,"1,351.23",491.63,,,"1,716.99",,15.27,22.45,,12.00
MP062088 - SOLUBLE CLAVO DE OLOR 02 -  - NR 1020 - - kg,95.72,67.85,66.92,76.40,75.63,52.77,92.53,55.95,57.80,23.63,57.89,82.59
MP800036 - LAUREL EN POLVO -  -  - - kg,200.97,75.22,175.96,125.98,124.82,39.01,86.80,88.78,91.11,65.62,184.42,41.05
MP062090 - SABOR CEBOLLA -  -  - 542147 CB - kg,143.37,159.99,54.55,62.67,136.69,218.69,61.95,38.10,141.38,49.57,28.03,213.45
MP800039 - MORA -  -  - - kg,3.13,1.52,0.63,1.26,1.16,2.42,1.78,2.39,0.82,0.81,1.33,1.03
MP062096 - GELMAXI -  - B1479 - - kg,319.18,269.55,70.35,69.06,71.74,65.42,119.61,97.63,48.70,166.14,103.00,49.90
MP800040 - NUEZ MOSCADA -  -  - - kg,,,,,,31.25,,,5.54,-14.00,,
MP062102 - SABOR A LIMON PR -  -  - - kg,47.14,57.59,29.07,51.41,71.87,41.11,41.20,158.36,110.81,53.10,49.50,63.69
MP800042 - OREGANO EN HOJA -  -  - - kg,128.14,38.95,108.72,47.08,81.55,48.47,72.30,30.18,74.89,53.27,909.25,15.32
MP062106 - ACEITE CON ACHIOTE -  - KG - - kg,89.66,35.58,20.81,"1,051.87",,21.35,,29.29,,,,
MP800045 - PASTA DE TOMATE -  -  - - kg,44.96,65.03,48.63,47.72,66.95,59.14,46.60,48.33,37.19,37.08,27.44,29.91
MP062108 - AJO GRANULADO -  - KG - - kg,113.24,14.05,93.24,104.34,185.74,,66.40,,162.09,24.34,32.09,30.51
MP800047 - PECTINA RAPID SET -  -  - - kg,93.57,142.78,102.06,60.78,34.10,20.15,26.25,29.77,64.25,25.62,37.95,31.33
MP062139 - ANTIOXIDANTE BHT FOOD -  -  - MP062139 - kg,582.22,"3,375.03",198.66,"1,067.47","3,678.36","2,756.25",171.97,"6,738.00",19.09,148.87,"4,266.84",-585.09
MP800051 - PIMIENTA DULCE EN POLVO -  -  - - kg,59.15,105.21,65.30,51.59,41.05,52.52,30.49,37.67,52.62,49.38,80.96,50.01
MP062151 - PIROFOSFATO ACIDO DE SODIO G.A -  - 25kg - . - kg,67.61,105.27,86.93,43.22,73.19,38.24,21.35,46.18,16.05,15.36,18.91,34.26
MP800064 - AJO FRESCO -  -  - - kg,82.72,147.73,29.02,188.10,7.34,14.55,29.23,6.25,7.45,2.00,,5.28
MP062155 - QUESO MOZARELLA PIZZA CUBICADA -  -  - . - kg,3.16,4.98,3.28,6.98,3.05,3.20,1.64,1.41,5.93,4.99,3.44,4.87
MP800068 - APIO -  -  - - kg,,2.07,1.00,,3.40,6.01,41.53,,1.70,,3.60,18.07
MP062157 - AJO PELADO -  -  - . - kg,5.68,9.30,20.77,21.04,6.55,21.96,11.92,11.99,4.76,10.97,18.04,15.65
MP800069 - CEBOLLA BLANCA -  -  - - kg,40.62,325.34,63.36,,7.04,,,4.96,,1.00,,0.70
MP062171 - PREMEZCLA 7 -  -  - . - kg,58.20,0.00,42.52,258.82,,,320.83,480.97,85.26,119.30,,447.53
MP800070 - CEBOLLA PAITENIA ROJA -  -  - - kg,4.96,1.28,6.18,4.30,6.18,1.46,5.58,5.12,1.24,2.94,,1.47
MP062173 - OLEORESINA DE AJO -  -  - . - kg,957.40,,721.51,,34.08,"1,693.42",31.39,82.75,297.71,244.21,553.30,138.85
MP800071 - CEBOLLA PERLA -  -  - - kg,4.69,7.85,3.52,4.00,5.64,8.37,8.74,3.02,3.95,3.00,,10.31
MP062190 - QUESO CHEDDAR EN BLOQUE -  -  - . - kg,4.82,14.58,5.49,13.57,19.80,2.21,1.12,4.10,4.49,3.16,8.11,7.28
MP800080 - FRUTILLA -  -  - - kg,1.46,1.13,1.43,3.55,3.61,4.53,3.97,0.71,0.51,0.65,1.78,0.84
MP062194 - CURRY EN POLVO -  -  - . - kg,109.10,,,258.95,100.76,166.45,61.26,66.53,,57.14,,
MP800088 - PEREJIL FRESCO -  -  - - kg,0.80,,0.00,0.00,5.00,8.00,5.33,,4.17,3.00,1.00,2.65
MP062197 - REFORZADOR DE SAL SILECIA -  -  - . - kg,119.03,60.22,121.00,34.73,48.35,107.36,126.58,56.23,120.15,67.86,166.17,65.60
MP800090 - PIMIENTA NEGRA EN PEPA -  -  - - kg,45.36,492.48,124.13,83.95,110.38,31.19,182.18,189.46,106.13,76.33,41.13,180.58
MP062200 - PREMEZCLA P -  -  - . - kg,34.16,145.06,,,,300.24,9.60,,,85.45,40.92,24.41
MP800091 - PIMIENTO ROJO -  -  - - kg,0.01,13.67,,,,,,,,,,0.08
MP062204 - CONSERVANTE EN POLVO GALIMAX -  -  - GALIMAX ACE N-50 - kg,52.09,25.74,23.34,42.63,33.80,29.03,33.27,33.27,25.47,22.16,27.32,28.70
MP800094 - TOMATE RI??N ENTERO -  -  - - kg,0.01,5.20,0.54,,,0.33,,8.00,,,,15.00
MP062216 - ENZIMA TRANSGLUTAMINASA -  -  - . - kg,251.36,191.06,195.85,146.12,146.74,65.02,233.52,255.24,279.86,114.84,265.68,75.41
MP800104 - ANTIESPUMANTE -  -  - - kg,170.45,175.44,107.89,79.80,40.99,78.11,160.94,158.96,209.43,350.86,293.01,158.94
MP062220 - APANADO TECNAS B820 -  -  - . - kg,57.43,,65.11,,89.03,,,30.02,,29.84,,100.06
MP800109 - SABOR A QUESO -  -  - - kg,50.77,26.56,47.72,47.15,43.78,41.38,39.98,23.08,36.69,37.88,44.30,49.81
MP062222 - SABOR A QUESO -  -  - PEN 20377 - kg,619.79,899.55,973.09,902.41,601.72,,380.98,726.95,847.03,"1,105.19",517.48,"1,021.19"
MP800115 - MELAZA -  -  - - kg,23.10,28.45,35.26,37.20,66.32,22.01,25.90,20.77,25.41,19.68,19.19,19.00
MP062224 - PROTEINA DE SOYA WILCON SJ -  -  - . - kg,,,,95.37,92.08,30.26,17.26,57.01,87.46,75.55,54.65,32.77
MP800124 - TOMILLO EN TROZOS -  -  - - kg,219.82,100.49,120.77,107.45,198.48,180.85,45.72,235.28,170.35,252.73,124.79,101.95
MP062228 - PREMEZCLA ADEREZO MAYONESA UP -  -  - . - kg,72.32,79.74,33.83,34.57,25.19,26.45,32.63,24.05,33.69,33.18,19.23,14.99
MP800125 - PULPA DE PI?A -  -  - - kg,3.09,10.99,4.46,3.46,5.08,5.11,3.22,6.12,9.22,4.78,6.82,5.18
MP062230 - OLEORRESINA DE PEPPERONI COLOR -  -  - . - kg,29.51,98.92,45.55,87.51,39.33,38.65,60.67,69.95,73.58,60.47,50.87,114.44
MP800129 - SUCRALOSA -  -  - - kg,30.66,28.59,54.75,28.63,82.99,127.91,75.00,-438.52,140.29,55.56,19.43,75.53
